# V1	V2 
6256920 5573026
6441214 5555406

5450162 6436434
5475776 6345054
5495304 6181888
5592382 6044648
5659438 5906950
5822866 5746334
5989240 5665112
6110894 5597300
6310310 5561476
6396424 5553704

5457338 6422400
5473100 6245540
5547396 6088566
5574642 6039376
5606300 5994756
5845404 5732256
5989702 5635874
6133424 5550208

5456106 6284744
5529272 6125656
5700908 5855088
5791066 5776956
5902316 5699578
6111290 5606332
6138312 5580812
6374754 5563452

5462980 6336884
5541516 6103292
5629782 5929164
5852186 5735206
5975666 5661252
6174784 5594872
6197032 5566680

5453646 6365758
5470040 6321066
5558458 6090166
5703324 5860660
5799618 5777754
5979786 5657754
6111732 5596934
6289904 5571774
6332896 5546120

5464926 6379268
5483182 6199150
5602836 5976550
5626820 5969034
5776720 5777972
5950148 5656568
6131768 5598966
6273930 5558214

5456866 6358694
5496874 6256374
5558322 6068010
5677982 5880326
5918744 5689838
5987806 5636976
6314554 5557512

5466120 6424586
5472336 6417142
5473912 6213676
5583894 6017706
5623536 5919430
5771846 5806208
5928420 5676678
6184582 5583356
6361946 5531276

5464364 6424356
5489300 6245940
5551000 6094160
5627598 5967092
5795344 5771036
5919084 5678558
6133650 5587244
6169884 5581002
6346504 5570752

5460750 6433122
5466458 6391590
5503404 6233514
5519244 6102006
5647964 5957684
5790592 5787072
5934146 5680492
6187478 5553366

5474864 6503948
5486566 6322748
5513724 6205906
5578960 6033890
5742728 5816594
5801244 5776214
6001986 5628534
6104554 5608010
6332184 5537058

5479296 6430192
5495022 6369136
5510396 6248004
5550820 6092512
5685986 5871606
5806876 5737868
6027886 5627798
6193668 5588732
6236102 5566948
6331186 5531908

5483966 6199576
5575572 6046984
5610512 5944608
5782966 5795920
5971140 5646644
6105930 5611402
6202634 5565176

5464946 6499558
5485680 6305490
5494854 6261270
5552210 6094662
5647176 5882590
5915906 5671558
5982364 5616618
6085892 5596798
6318416 5572054

5454310 6437978
5461550 6415528
5498290 6255278
5546774 6023252
5625700 5938602
5799232 5780092
6006738 5645848
6143226 5575104
6279376 5565148

5467252 6363380
5473134 6337508
5483468 6230544
5526506 6095344
5675484 5907978
5832082 5736258
5970478 5654660
6106816 5607456
6277528 5563606
6301206 5558658

5466174 6385356
5529690 6142526
5539262 6140734
5719820 5843134
5818802 5753756
5946768 5679776
6226612 5570494
6235454 5557220
6360876 5549518

5455528 6334414
5502094 6256098
5555354 6083696
5655250 5948698
5741158 5807514
6005698 5638516
6233194 5563604

5463378 6437412
5481822 6359986
5483864 6350828
5569450 6076518
5676774 5850722
5763862 5810086
5978130 5632102
6050626 5608058
6263776 5551620
6324434 5550076

5469406 6434860
5484810 6305698
5495272 6181080
5587226 6047608
5688266 5903462
5746270 5760304
5968946 5632342
6184926 5590270
6285702 5572314
6339500 5557634

5471664 6330898
5495172 6226150
5548168 6106378
5633140 5902586
5738738 5818824
5953524 5647994
6165036 5580810
6285146 5571246
6383930 5547810

5470492 6458962
5489422 6398304
5508312 6242176
5558066 6095364
5685674 5897196
5757878 5778170
6086038 5603552
6170146 5562190
6313884 5557252
6393268 5555930

5477084 6512012
5484474 6297218
5496548 6262188
5555660 6061186
5693346 5872916
5751296 5818486
5930916 5658800
6187520 5567152

5465976 6456996
5491598 6278660
5531044 6218308
5543950 6105976
5637230 5933480
5871690 5733884
5956464 5648750
6089656 5598250
6272108 5564212
6332114 5553188

5472908 6540230
5481178 6434846
5505916 6249932
5576938 6061496
5600984 5936078
5874574 5730972
5992638 5658312
6182806 5575516
6291204 5542740
6309370 5541624

5479804 6406962
5499124 6304978
5500008 6218310
5572160 6035382
5645788 5930298
5827620 5751816
6002856 5652932
6131254 5606048
6217820 5542794

5449602 6446264
5470546 6390498
5515868 6190614
5585380 6039228
5673028 5904506
5773280 5786788
5917014 5689732
6188006 5574970
6212160 5553864

5474162 6465420
5475758 6324220
5519234 6182248
5587576 5944476
5673530 5920274
5787396 5786702
5849848 5712760
6131332 5565358
6299776 5561922

5472490 6436546
5493492 6303968
5508536 6174908
5552312 6073712
5679886 5872698
5825846 5738288
5986804 5657114
6106192 5620990
6241884 5566658
6388158 5551352

5458498 6487190
5481138 6341500
5541128 6153820
5555170 6101932
5617668 5924606
5759206 5790292
6012676 5636282
6130326 5585418
6300574 5574330
6343550 5553848

5466954 6459456
5520228 6211528
5583042 6054646
5589228 6014920
5762860 5796350
6016864 5608092
6230692 5583562
6441990 5568290

5470314 6480582
5486822 6359190
5522318 6195530
5588268 6030406
5708962 5848816
5811700 5739808
5954132 5683530
6167880 5572726
6315912 5532832

5470596 6474606
5487874 6349446
5511938 6203716
5565862 6074052
5583774 5993526
5773112 5788750
5960584 5667316
6099064 5605386
6171402 5565010

5477100 6528908
5492254 6333282
5501630 6274466
5519680 6164794
5621164 5936774
5812012 5768478
5966912 5645736
6103366 5598210
6165548 5585928
6372828 5572316

5457492 6486828
5486566 6288570
5504814 6271680
5573526 6015678
5655400 5931026
5843502 5733974
6080386 5607698
6174176 5572188

5472920 6463318
5475100 6340824
5517596 6200722
5565050 6056146
5633486 5956706
5787884 5779690
5956102 5662724
6111112 5614596
6319974 5552806

5465348 6378218
5473920 6372968
5527628 6167508
5542070 6135966
5711744 5837182
5765912 5795032
5884738 5718638
6101078 5604102
6289648 5567552

5465940 6316172
5565802 6058994
5643038 5934428
5741770 5834288
5985814 5636732
6053970 5611484
6228668 5562444

5452174 6365710
5496572 6247790
5546452 6104310
5661866 5907994
5795958 5750526
5977772 5638566
6101066 5621908
6242124 5587084
6308032 5547688

5450646 6414700
5470216 6357480
5486480 6234756
5582028 6030238
5650946 5898674
5728802 5837314
6024596 5646352
6059530 5618566
6209976 5570116
6444200 5566768

5459930 6534674
5467896 6337118
5491252 6234486
5512280 6148118
5655036 5872586
5837600 5710264
6050656 5599640
6210750 5571176
6415458 5567600

5474116 6366908
5480168 6262148
5501520 6205054
5555786 6106970
5707834 5864130
5804582 5779480
5920908 5697270
6039484 5614556
6147178 5581516
6351212 5574316

5466874 6389726
5526846 6210960
5612222 5991440
5715654 5808282
5812574 5771790
6052270 5615154
6113928 5601678
6261288 5559220
6479972 5552642

5457806 6349490
5508354 6188872
5578396 6063868
5643166 5949920
5791658 5786814
5960792 5633658
6158548 5577402
6226762 5567636
6303250 5556000

5469348 6447340
5490944 6318908
5515312 6191752
5566176 6078888
5655048 5920422
5896516 5701290
5983364 5629296
6094102 5624962
6234210 5570696
6372890 5554268

5467116 6259322
5509754 6183956
5560798 6055162
5575458 6021490
5846776 5734820
5899162 5708530
6055842 5614082
6272342 5562104
6446820 5551004

5472500 6409244
5494584 6258546
5574936 6049120
5679958 5884950
5870454 5733232
5904838 5673706
6091942 5611026
6225848 5589946
6308358 5547258

5482464 6275596
5501430 6213628
5583816 6057380
5632500 5946644
5847048 5737196
5889552 5687062
6008690 5615990
6202852 5588898
6415806 5563188

5449782 6483298
5471210 6342944
5519230 6199686
5549896 6075720
5646298 5917374
5871992 5718768
5977120 5648240
6236852 5544006

5456298 6419094
5474094 6264862
5552510 6102484
5672398 5868706
5875616 5690950
5928430 5674910
6111602 5581866
6197636 5577668
6285514 5571988

5456466 6410824
5469346 6356418
5480544 6297076
5556026 6119542
5627160 5967772
5865616 5718566
5933242 5664250
6214844 5569144
6322918 5563714
6458830 5562594

5427334 6395560
5500316 6240626
5545806 6090792
5658902 5894594
5819984 5759110
5940508 5665850
6156844 5608454
6217506 5584204
6320022 5558302

5453456 6303654
5518814 6150732
5760482 5797044
5836492 5728654
5942422 5631794
6109768 5623176
6335516 5546426

5481100 6355034
5505828 6178522
5533126 6165954
5655210 5905450
5768896 5801764
5943870 5665808
6249664 5566960
6272784 5554388
6309646 5544486

5474842 6391098
5510476 6198248
5567404 6055036
5686520 5871306
5793776 5773138
6002474 5647216
6191466 5526768

5462054 6302676
5466670 6262648
5494230 6201042
5683996 5904130
5788108 5771464
5929358 5650986
6057540 5621166
6175798 5577148

5461970 6319240
5503840 6236246
5530942 6134874
5742922 5773648
5918548 5687640
6178900 5572652
6283980 5544396

5475818 6426268
5482546 6316172
5511874 6183640
5552698 6091540
5684826 5902532
5748256 5829988
5991182 5654958
6183922 5569438
6343706 5558770

5454380 6490644
5494020 6401882
5496952 6259430
5555082 6095164
5714598 5859320
5826914 5752076
5930814 5667166
6137982 5595728
6181432 5584188
6294372 5570056

5476294 6453592
5481144 6314904
5503244 6229860
5573066 6061852
5683296 5901926
5887694 5706562
6018290 5640230
6110216 5602750
6226046 5578226
6309536 5569346

5461520 6409454
5502736 6286354
5616868 5904096
5893356 5687982
6013554 5644338
6068540 5601686
6321966 5561408
6328150 5547548

5440400 6378466
5479794 6297932
5525910 6125262
5581258 6035782
5662780 5888358
5786134 5770462
5930072 5673142
6074790 5594830
6298186 5559392

5474360 6520712
5503740 6239402
5505762 6154052
5645772 5898168
5791092 5784764
5930828 5686390
6133224 5603120
6248228 5562056

5475600 6374582
5503280 6178796
5522796 6145946
5658344 5886500
5850094 5730296
6016756 5619020
6090798 5597146
6244574 5574980

5478278 6286976
5512044 6215628
5588082 6017112
5705176 5870614
5752378 5808252
5951500 5646556
6137224 5576298
6348750 5551522

5451960 6407926
5494754 6303792
5500712 6248508
5580588 6023686
5676502 5882462
5767318 5773006
5959630 5653962
6157060 5579384
6202784 5570690
6337328 5551148

5454256 6406538
5505964 6172394
5623062 5945814
5666012 5899346
5823416 5776752
5933776 5640712
6303492 5571864
6394170 5559036

5473092 6434892
5483758 6346654
5503582 6273586
5584672 6042688
5606238 5970870
5835668 5737220
6044596 5628414
6046402 5574712
6311694 5554934
6315350 5548278

5470936 6517966
5475690 6320618
5500834 6239524
5544000 6070862
5677350 5855750
5832728 5743664
5926284 5679876
6108596 5609460
6311280 5578192
6452774 5560716

5462638 6412128
5482590 6284282
5497544 6240212
5550588 6056364
5730798 5844904
5800418 5775816
6017668 5625184
6115646 5604498
6284432 5562496

5459500 6477452
5485472 6355412
5510534 6191900
5542482 6136756
5667176 5888524
5806300 5744756
5984090 5661664
6242524 5552126

5455376 6432280
5487974 6315414
5506744 6208822
5579864 6035980
5702816 5885406
5821640 5736174
6008106 5602344
6188000 5564444

5478474 6439740
5481166 6303486
5512912 6191432
5553648 6101466
5691254 5892726
5806686 5759848
6025744 5632446
6116446 5598472
6368894 5568552

5454650 6387114
5520800 6182892
5538604 6127718
5611070 5949594
5853072 5732714
6032496 5647702
6083704 5620360
6271070 5592926
6377154 5572286

5475392 6416886
5492298 6410812
5527576 6115370
5653766 5887336
5798162 5776322
5977888 5650516
6174526 5576070

5465638 6331462
5493238 6240190
5567252 6055564
5709936 5879216
5828292 5760602
5938028 5679240
6230124 5568504
6449060 5559802
