# V1	V2 
6108950 5619228
6128228 5603840
6197698 5581078
6212080 5553028

5461758 6354910
5507614 6306068
5513990 6228168
5527168 6183450
5529878 6180878
5534110 6173238
5538502 6152568
5543270 6150364
5569552 6114430
5580796 6095670
5621222 6000686
5634532 5942304
5670136 5941092
5671702 5933650
5687848 5930930
5705334 5926130
5708458 5906222
5714344 5898926
5737438 5846956
5761212 5840394
5770126 5808552
5806014 5781338
5848990 5738746
5860300 5729208
5936070 5706296
5944572 5701130
5961870 5666448
6008794 5654194
6028188 5649442
6079262 5640324
6095334 5596232
6197090 5592236
6215328 5588596
6242372 5572768
6357064 5564270

5476094 6433316
5483426 6314992
5502966 6294214
5504902 6280768
5520120 6272690
5520528 6215190
5525134 6198244
5532710 6173442
5558176 6162014
5586534 6068136
5601054 6009172
5659266 5974862
5660480 5962366
5665228 5926736
5669768 5910518
5704168 5884704
5738140 5869620
5744728 5826492
5802342 5824774
5822850 5804588
5842134 5777860
5849472 5754478
5867686 5734400
5921346 5726214
5924528 5720734
5941594 5671454
6017414 5604048
6175234 5586422
6199182 5585184
6253850 5560294

5488754 6289834
5517316 6221554
5544086 6110098
5572992 6064846
5592800 6037538
5603214 5962172
5666690 5961082
5670690 5891274
5698994 5861472
5799914 5836116
5807160 5822120
5819888 5793938
5822312 5783658
5851266 5757120
5851538 5755058
5860062 5754402
5894798 5717536
5914660 5715168
5952240 5687042
5977674 5625162
6083192 5619602
6086204 5609238
6159308 5597580
6228456 5583054
6280858 5569272

5479676 6437812
5481470 6293018
5486382 6264740
5502348 6202546
5540380 6186874
5563558 6142994
5564722 6076506
5595414 6058850
5609668 6026376
5615128 6010608
5629566 5999840
5654198 5995816
5660536 5927498
5687048 5911354
5690870 5899862
5712924 5874582
5738952 5833770
5795016 5798726
5799090 5756814
5866646 5720572
5934432 5709718
5951652 5692570
5975900 5670714
6019450 5636020
6054826 5604562
6147266 5603810
6178412 5600058
6194552 5596482
6265440 5570560

5475590 6392552
5496646 6385840
5502416 6312538
5512492 6305956
5513304 6300844
5516872 6279942
5517666 6256382
5519348 6210760
5542352 6189176
5559848 6117748
5566582 6074554
5586828 6056692
5630576 6006828
5636506 5985270
5647050 5959454
5671784 5922486
5707360 5879692
5713660 5861914
5742864 5858264
5759316 5830834
5787420 5794878
5855246 5754970
5861428 5744174
5878364 5719470
5905854 5719316
5920926 5682958
6015936 5658294
6019836 5626820
6069554 5613684
6179354 5594306
6194946 5566556

5463628 6435758
5493832 6377176
5495878 6332872
5503910 6242306
5520388 6237306
5524714 6213296
5543186 6202394
5546880 6153540
5556430 6100964
5575182 6098518
5575988 6066260
5587788 6055584
5629148 6023696
5631898 5966398
5653740 5952296
5654322 5948332
5656800 5947644
5673702 5935672
5692628 5885334
5716390 5885188
5745442 5853790
5767066 5812910
5802510 5812268
5809222 5766224
5850122 5763598
5874236 5726982
5912082 5713672
5940968 5694686
5971890 5655294
6043326 5645048
6044708 5638146
6125448 5627114
6148728 5625298
6149148 5599190
6208316 5563956

5474560 6395858
5485632 6340854
5493612 6283026
5518648 6220456
5523212 6207102
5525282 6145122
5564032 6120030
5632132 6036386
5643022 5940304
5659764 5934556
5682522 5912214
5698902 5888112
5733982 5854008
5749028 5842736
5796530 5807128
5826316 5777658
5838424 5756836
5892372 5696344
6003690 5653228
6005014 5641656
6005830 5636020
6032202 5623862
6160142 5622566
6162520 5604142
6189996 5599888
6263596 5571760
6407352 5567460

5465002 6481596
5471726 6386242
5475780 6350416
5495340 6333646
5496606 6284054
5500628 6262358
5516462 6218108
5543874 6179684
5553436 6125492
5556732 6099658
5565972 6013326
5624886 5992544
5632518 5989712
5648408 5947896
5694898 5904464
5697252 5903338
5703214 5892674
5726304 5874094
5786638 5829746
5791102 5795992
5819300 5788202
5836014 5757148
5878658 5749446
5882628 5714462
5922790 5714298
5939160 5690696
5951404 5684138
5992874 5683158
6033112 5668044
6038378 5655578
6054046 5642378
6101142 5571080
6272468 5566180

5478014 6266504
5490102 6208560
5539310 6137958
5551192 6104634
5557284 6095580
5568324 6079160
5611712 6012100
5631866 5956536
5661938 5908692
5672572 5908628
5694688 5892876
5741392 5822414
5775330 5807942
5790956 5795942
5822138 5794996
5834468 5775870
5856556 5768892
5860474 5759838
5887966 5740248
5899352 5721566
5931358 5712210
5945898 5702258
5983476 5666820
5998128 5645850
6014776 5633844
6042002 5632744
6123340 5626164
6168380 5621354
6199922 5616446
6204290 5616132
6210686 5567286

5467196 6380972
5480696 6285836
5508440 6280948
5512098 6265504
5529052 6242770
5531436 6212368
5534440 6187688
5540258 6123834
5566330 6092520
5593640 6065944
5605206 6059426
5606172 6024128
5618850 6014730
5623060 5998894
5638146 5990052
5663350 5938828
5667320 5893784
5721574 5889506
5742176 5880520
5749078 5871644
5753716 5853886
5798236 5812098
5807338 5809210
5821828 5798040
5840770 5772150
5884748 5766808
5890018 5720086
5940572 5688688
5968518 5651242
5984036 5650722
6050850 5636620
6091686 5628922
6095026 5627248
6125452 5620382
6137764 5607324
6223024 5594950
6234052 5592622
6247122 5577442
6273898 5548004

5464598 6433504
5479314 6195232
5520246 6189556
5564720 6120956
5572154 6109532
5573878 6085216
5586354 6079084
5587926 6035400
5612456 6014416
5645778 5950708
5694752 5937236
5698946 5879060
5722036 5847706
5774804 5797182
5827270 5768696
5867424 5747028
5915378 5734278
5926418 5698772
5942958 5647022
6052640 5626128
6065970 5623686
6118250 5601708
6169554 5598620
6216494 5597534
6253658 5562602

5480416 6430002
5497642 6308932
5504684 6291132
5508250 6264026
5513720 6225656
5529132 6173266
5569026 6149414
5574664 6049164
5583902 6009752
5610026 6006916
5631626 6004000
5639564 5983696
5678874 5870252
5717584 5845670
5816266 5816450
5842324 5801052
5845742 5741952
5862918 5730330
5917032 5721428
5922132 5712710
5944696 5690776
5988768 5681660
6014352 5655406
6082968 5633684
6127152 5610122
6171776 5600372
6197998 5585344
6209654 5582592
6289272 5574654
6365810 5554740

5468968 6416326
5473894 6413872
5478708 6359672
5509566 6324538
5519888 6229030
5535054 6155656
5547080 6131462
5555622 6122872
5557256 6051876
5578914 6046260
5591034 6035356
5620608 6009680
5621378 5998942
5628560 5962674
5659194 5960794
5660124 5955340
5702758 5862858
5736144 5836228
5770882 5805096
5799034 5794766
5821592 5787536
5858458 5762098
5883154 5723212
5914300 5715012
5927008 5709166
5993930 5667458
6006110 5650896
6077536 5638750
6086854 5638428
6123248 5595260
6190134 5587674
6262370 5574660

5460312 6455396
5485194 6446408
5486088 6361286
5489370 6318520
5503130 6269836
5514290 6250400
5515332 6232638
5538058 6209352
5559912 6204224
5562796 6188764
5566544 6187856
5573250 6043982
5614976 6024658
5615444 5979136
5656496 5942524
5700424 5916102
5705276 5903028
5710206 5891876
5722846 5887464
5730598 5861410
5746814 5856040
5757448 5849714
5767566 5830988
5845440 5771054
5878100 5752176
5891714 5721954
5911926 5716800
5932518 5709294
5947496 5687160
5960866 5685388
5996914 5631500
6056436 5627746
6080098 5626634
6099822 5622750
6150232 5612714
6192620 5602776
6266676 5586888
6270068 5582348
6279150 5558128
6342958 5556580

5474326 6366152
5492588 6278742
5509094 6207016
5524606 6166954
5554624 6150784
5555386 6141190
5569738 6059128
5585966 6053380
5610518 6040428
5617212 6034214
5653662 6002842
5658970 5974408
5659770 5967658
5673704 5958434
5713352 5869128
5737160 5865224
5752826 5841926
5767224 5808946
5788948 5792242
5835676 5746252
5891080 5744034
5904024 5718622
5914598 5718044
5945526 5711244
5967078 5683126
6001924 5626390
6076432 5624870
6077846 5622806
6114414 5594144
6210244 5591450
6250620 5585020
6307642 5583608
6345226 5580304
6348212 5566984

5478144 6386570
5480602 6316160
5494104 6300192
5504632 6276120
5519338 6141838
5550926 6109398
5568038 6079246
5594164 6054912
5648794 5981578
5649230 5947530
5658452 5894642
5708012 5891554
5725818 5883704
5751074 5864036
5756144 5830636
5818564 5766794
5833628 5742800
5893246 5728638
5897330 5686612
5940300 5669152
6007128 5626774
6020918 5617026
6065418 5611522
6096224 5611292
6168874 5603574
6243156 5590408
6301192 5575534

5462164 6326248
5493272 6268156
5500850 6250046
5513754 6165380
5529280 6159240
5556446 6108636
5560924 6035666
5588718 5999508
5638334 5988908
5645030 5956136
5661456 5919796
5693514 5894028
5716484 5890480
5733426 5881628
5743726 5865062
5759258 5838596
5781224 5834014
5790256 5818888
5804706 5766310
5866478 5763562
5887718 5759004
5899744 5720306
5945328 5711806
5956892 5689300
5973974 5672676
5998092 5664422
6000588 5639134
6055536 5611596
6098306 5588816
6230818 5576472
6248562 5573362
6281978 5559922

5460488 6376946
5475854 6375954
5476742 6371592
5483396 6289832
5494000 6230376
5548262 6145442
5569090 6088144
5582598 6067448
5598258 6040850
5611322 6036368
5617756 6011762
5628356 5969168
5647338 5951336
5655196 5942924
5697968 5939436
5700732 5896864
5702126 5894774
5718602 5858108
5806704 5789130
5838344 5769304
5847930 5758542
5860372 5725820
5890348 5712226
5948644 5692946
5961364 5684734
5987864 5655952
6036252 5649258
6067076 5616728
6102244 5616056
6127454 5609570
6184582 5601708
6215272 5583090
6284624 5549508

5477050 6368730
5496064 6302016
5511026 6191364
5537332 6181492
5558910 6049000
5595612 6000040
5604978 5958782
5657480 5954070
5680468 5920228
5709970 5860932
5732868 5857062
5799344 5796030
5821460 5770744
5903834 5723802
5947286 5722244
5954578 5715440
5958462 5696148
5964788 5688712
5977614 5663108
6036718 5648022
6086988 5619322
6159792 5586920
6281410 5571362
6350686 5555832

5464700 6528474
5494030 6365644
5497884 6364816
5506114 6287852
5510136 6177998
5558264 6170106
5562792 6130864
5567458 6129952
5581514 6027454
5642412 6021406
5648010 5974468
5648074 5948162
5668926 5934700
5691300 5928346
5705032 5907740
5708996 5892790
5728262 5859518
5770600 5856878
5783014 5798798
5811002 5790604
5846830 5757568
5854592 5739936
5864218 5724214
5864468 5714328
5900992 5710292
5928934 5679442
5986358 5659972
6068092 5659494
6075854 5641458
6078988 5615526
6139468 5584168
6247416 5579168
6292324 5571072
6371470 5560498

5475354 6428650
5492354 6412808
5493112 6315752
5494502 6310200
5500148 6290090
5506010 6286846
5509772 6285310
5513906 6182430
5551778 6135510
5555884 6095296
5582484 6091306
5595490 6077298
5602656 6014700
5648124 6000972
5650464 5967160
5669052 5953112
5670646 5946260
5682828 5914092
5710486 5898436
5725500 5888806
5746250 5860008
5784674 5817514
5789888 5807358
5800810 5796596
5806472 5784220
5830384 5759894
5846130 5758728
5856984 5746700
5866114 5741468
5907168 5687796
5983862 5637696
6083856 5626600
6123866 5608032
6152220 5603716
6184010 5572320
6252368 5553498

5454154 6463634
5490482 6282716
5507430 6203042
5525664 6195938
5540138 6154536
5550310 6150052
5555274 6125872
5560874 6079382
5569198 6045718
5607422 6038550
5636962 5983844
5642336 5975832
5652444 5927128
5735734 5848664
5748102 5812906
5779328 5801092
5832650 5770534
5854048 5768894
5901040 5728146
5920890 5723210
5928800 5688076
5944940 5667148
5973364 5654914
6005632 5645312
6024968 5633952
6075024 5608716
6137686 5594256
6196836 5572740
6280456 5572398

5469320 6413766
5476664 6409962
5476752 6344036
5493608 6272722
5497662 6257606
5517822 6151994
5551722 6130880
5552108 6052844
5594272 5990304
5644854 5946152
5649874 5935164
5659802 5934086
5713994 5853522
5740628 5852042
5756532 5838868
5785756 5800532
5803948 5798618
5858910 5772604
5876450 5707804
5930692 5685390
5992166 5679078
5995522 5668404
6008038 5661294
6053902 5645906
6098416 5632788
6126910 5618764
6179134 5593046
6182950 5572012
6204816 5563138

5485454 6457760
5490278 6425434
5496350 6363018
5504224 6347428
5509346 6246268
5510024 6204636
5542410 6157966
5555312 6134106
5574338 6111522
5576086 6093956
5592650 6040736
5614938 6010262
5636254 5980340
5662868 5967978
5663018 5950036
5699772 5899562
5746614 5881552
5762454 5850176
5779156 5829832
5810850 5796826
5813916 5775132
5855002 5770966
5866798 5731968
5910590 5723422
5921904 5713752
5960506 5700622
5991638 5651668
6028356 5637228
6030256 5632244
6041986 5630364
6113500 5630196
6141200 5598376
6165000 5593184
6201016 5572696

5457332 6472052
5463250 6465554
5492578 6433362
5495374 6404182
5497694 6389902
5503620 6279632
5522874 6213106
5534812 6119696
5567332 6118510
5581080 6105466
5585810 6090602
5590604 6058546
5613984 6008124
5630320 5990814
5655980 5919318
5709902 5883394
5716624 5870026
5718188 5867890
5748298 5857288
5759822 5847998
5781916 5830180
5797136 5797480
5803610 5774140
5819014 5772860
5869860 5750884
5910642 5732208
5919896 5719290
5948116 5692580
5976216 5691448
6011812 5673134
6016342 5651190
6044002 5647936
6045602 5643342
6060924 5637302
6120606 5627390
6151504 5601452
6158362 5587806
6292446 5568816

5466760 6424150
5486570 6358408
5496328 6251850
5507966 6207070
5538576 6197792
5540448 6151818
5573850 6130996
5577414 6028200
5623756 6007464
5627028 5997708
5660830 5979958
5698982 5939244
5708464 5863078
5747712 5855476
5762550 5854562
5773828 5835946
5801048 5770534
5821072 5765568
5826420 5759610
5854580 5745830
5886406 5735420
5903926 5732624
5919406 5714160
5919936 5707882
5930188 5702068
5947074 5701950
5971972 5695808
5982642 5667218
5989786 5646078
6114206 5645430
6128468 5613694
6191580 5607954
6241338 5575578
6285960 5574114

5477608 6266028
5531226 6194430
5558090 6072452
5598192 6046802
5603098 6015034
5643622 6012640
5644792 5993296
5657300 5941226
5666666 5927446
5708164 5889838
5741788 5843090
5760798 5840538
5778022 5839144
5795184 5801838
5823474 5789936
5833330 5735302
5917660 5726694
5934152 5698864
5989192 5687436
6005958 5687104
6010156 5670866
6074080 5646166
6085256 5637208
6110700 5637028
6156796 5595204
6178540 5594264
6285250 5573688

5484550 6296790
5501980 6250060
5536196 6240260
5541362 6205240
5541438 6165416
5551132 6129872
5552132 6121310
5575334 6092282
5608132 6075904
5626750 5982336
5638410 5962100
5659738 5953504
5670816 5943354
5675406 5938252
5730474 5862478
5751904 5850722
5767092 5812378
5783844 5811702
5806452 5789178
5840184 5748572
5855366 5745252
5858754 5738906
5864798 5715150
5931962 5682592
6023668 5673082
6030068 5662576
6034838 5636752
6055784 5625196
6065512 5622464
6090672 5618150
6134732 5577598
6174120 5574486
6405922 5570848

5479556 6401858
5490974 6346594
5497086 6342958
5506234 6272450
5507896 6202660
5538256 6179988
5542550 6168978
5543022 6130280
5545570 6057578
5600884 6019664
5615556 5972382
5678142 5918534
5731154 5869220
5731310 5837040
5757318 5811240
5783494 5797412
5817264 5758798
5866226 5753088
5868654 5733232
5929392 5727280
5945526 5717364
5962684 5697994
5994588 5655680
6002862 5652496
6039354 5649900
6073812 5645452
6091406 5626556
6110612 5614342
6147080 5608024
6172822 5601292
6198872 5594660
6244744 5553408

5450774 6355332
5502830 6333424
5506844 6215278
5516598 6161452
5550216 6105516
5577040 6074582
5594858 6068866
5611082 6040320
5621096 5991496
5635604 5954942
5657288 5934346
5668096 5915012
5674910 5909194
5701736 5888328
5731676 5867370
5747516 5864422
5749506 5864198
5784302 5862896
5804278 5750166
5877810 5733586
5897858 5730572
5922752 5666958
5978834 5663910
6042562 5621662
6127756 5620990
6167402 5620448
6174568 5619214
6203782 5603438
6214744 5586712
6260106 5585622
6274560 5582412
6292894 5579422
6424528 5578156
6426450 5574884

5484916 6490198
5485380 6357510
5486158 6354978
5506648 6306774
5509232 6262638
5518992 6235320
5532928 6200430
5538346 6180924
5568474 6102010
5568886 6053768
5604734 6004012
5676476 6001830
5680432 5966746
5684930 5893274
5732012 5859578
5755254 5849998
5758994 5836484
5780178 5827126
5780574 5802660
5809820 5787846
5813150 5755648
5813922 5746896
5901900 5721820
5917758 5713152
5938866 5711054
5987556 5704374
6001412 5682720
6003050 5656158
6010190 5639552
6067416 5617434
6149754 5602372
6185772 5601288
6234162 5587678
6250372 5582706
6256430 5577854
6282260 5574858

5478414 6434548
5481166 6364116
5484838 6330386
5496326 6269364
5497460 6237296
5504690 6141556
5560356 6073008
5611766 6036910
5615836 6023610
5621112 6020356
5624360 5965030
5668130 5948442
5715556 5895336
5716222 5892758
5738906 5852844
5755186 5839820
5764148 5836232
5771532 5818832
5789146 5816826
5800768 5797998
5824732 5750144
5837044 5748828
5859698 5714680
5938126 5704064
5972652 5693166
5989828 5681108
6011770 5659588
6041192 5639586
6081320 5632536
6118328 5608508
6137470 5607698
6186584 5555540

5492002 6356810
5510636 6315778
5512620 6272458
5523502 6229110
5531266 6173464
5533880 6152750
5543686 6146102
5568222 6142252
5583458 6100886
5585340 6080166
5596238 6028546
5613604 5972168
5658212 5957780
5695940 5925982
5710222 5873394
5726434 5865926
5756648 5855220
5779380 5797216
5828270 5747234
5857456 5732762
5934696 5708502
5938484 5686452
5950990 5678766
5969558 5669858
5986760 5649182
6089080 5633912
6092226 5613798
6161880 5605934
6191952 5596878
6254916 5579912
6348614 5560784

5467992 6460600
5485956 6431882
5493690 6242948
5501798 6191070
5527026 6169682
5528344 6157654
5546316 6105380
5596484 6025462
5635058 6009536
5635466 5984054
5641666 5966840
5669264 5956824
5684830 5928248
5699020 5923320
5700662 5908786
5726628 5855506
5779488 5834870
5798046 5804238
5799994 5795828
5844930 5746740
5863204 5730040
5904156 5725124
5909916 5705614
5930010 5701756
5936064 5688028
5981844 5679594
6022790 5664102
6023120 5661508
6034532 5643226
6076010 5636052
6141616 5631280
6175982 5613500
6185426 5582092
6282026 5568500

5477868 6402504
5484038 6369776
5500272 6295844
5509032 6286762
5516594 6211524
5523046 6187678
5546248 6156344
5555622 6147466
5565362 6070788
5591052 5983940
5642976 5962358
5669520 5950046
5675326 5935904
5678956 5933120
5679234 5910174
5731778 5876686
5746626 5869874
5763798 5835370
5774308 5778494
5839544 5772228
5847444 5761462
5854476 5756002
5880572 5712630
5902336 5695162
5925706 5683686
6029612 5669968
6036112 5668252
6038226 5650758
6040592 5634452
6079842 5620674
6082504 5615660
6131882 5607626
6193996 5606958
6221784 5585044
6226832 5583928
6267376 5583178

5478502 6455180
5489624 6357202
5502980 6274552
5520670 6216434
5542428 6188520
5547494 6179898
5557326 6128350
5568362 6074636
5583444 6065346
5595070 6053994
5597690 6046056
5598556 6014236
5621040 6002436
5625270 5996342
5634800 5974538
5666780 5943458
5677052 5943040
5707670 5911918
5713348 5909462
5727838 5865768
5744836 5826468
5786864 5819318
5818636 5798848
5819064 5757242
5867828 5727800
5875558 5721140
5916660 5716878
5965090 5690586
5971102 5663550
5993214 5648954
6017590 5640812
6039894 5635080
6074396 5623534
6098116 5617278
6119242 5613406
6153124 5609856
6213302 5605230
6240364 5592238
6242472 5557638

5492868 6372508
5498000 6349406
5499460 6328618
5514610 6224580
5523450 6106236
5572332 6079432
5580320 6058278
5623744 5981496
5660204 5941678
5661856 5940074
5664574 5904306
5687846 5874830
5746160 5822646
5806948 5771464
5845066 5755704
5859586 5737584
5902990 5703952
5924102 5702816
5934300 5689414
5962278 5668826
5966988 5652952
6037698 5648504
6067304 5644022
6074192 5636494
6148580 5621472
6171714 5612452
6180706 5610632
6209804 5598016
6266866 5583188
6319068 5578258
6377948 5578114

5461890 6365418
5471918 6284820
5520614 6126610
5544470 6112240
5553856 6094568
5568496 6094058
5619650 6052870
5627762 6033048
5630194 6005252
5632438 5987852
5651960 5965342
5664680 5936712
5702694 5901038
5726144 5890590
5744134 5840830
5748428 5828234
5784032 5792330
5811624 5785416
5822858 5773158
5836774 5746830
5911874 5709780
5921928 5691824
5998810 5631104
6118756 5611290
6142242 5604518
6170318 5599014
6189284 5585728
6222258 5583934
6318166 5580420

5479298 6390798
5483110 6340550
5494330 6280942
5504162 6212488
5534456 6165674
5535464 6097710
5587672 6024282
5597922 6017520
5629768 6004796
5636122 5961282
5655352 5941540
5676766 5930782
5703544 5885300
5747628 5837828
5785074 5824332
5794288 5821172
5800380 5803052
5815522 5791354
5821528 5777740
5855644 5744198
5891992 5712080
5941750 5706242
5966160 5689150
5980366 5670542
6050018 5669268
6080686 5649892
6083820 5611670
6176510 5605986
6177688 5601468
6207396 5594764
6290970 5594036
6297972 5587504
6303572 5574554
6318440 5569656
6322616 5567350

5478730 6463030
5486662 6358724
5502362 6311094
5525386 6210170
5533384 6191092
5540184 6182408
5556486 6126910
5564586 6085588
5577552 6085436
5610078 6020540
5621150 6010578
5638802 5982966
5644612 5979140
5667176 5951924
5667502 5937994
5692334 5918000
5692384 5895974
5706642 5887416
5724840 5874878
5770594 5824382
5796292 5804600
5814546 5743420
5866490 5727344
5899236 5727032
5921676 5723326
5921872 5694282
5966352 5687830
6022984 5668028
6036764 5667210
6043222 5665306
6046488 5649166
6054362 5634366
6064540 5633006
6075394 5599924
6224800 5588636
6244632 5584730
6296342 5575304

5488044 6368944
5497632 6332378
5505636 6307722
5507432 6208806
5537302 6203454
5542134 6191844
5545672 6139488
5552012 6131764
5563816 6102846
5600206 6047434
5601348 6029668
5608536 5963940
5659096 5901810
5703288 5889904
5732212 5856916
5772226 5790646
5796404 5782722
5827702 5778434
5890554 5736930
5918972 5724142
5920334 5690778
5969474 5663226
6004396 5654202
6017904 5651548
6070660 5635136
6109818 5609858
6170324 5603706
6197912 5582900
6207254 5558988

5468278 6252672
5521376 6147712
5560310 6145348
5575182 6059770
5594380 6047532
5620586 6025686
5634978 6020182
5664476 5999782
5671140 5955710
5699546 5918278
5700266 5885362
5727056 5862408
5738412 5831472
5794722 5821708
5798286 5799110
5872958 5737996
5911908 5701386
5985418 5677294
5994882 5677194
6013672 5652562
6049848 5648886
6065046 5624074
6106140 5622212
6135230 5613854
6143734 5609516
6171870 5608704
6172076 5606442
6234782 5588148
6292986 5585394

5460860 6459632
5473334 6379180
5487014 6320190
5487994 6315944
5514052 6254806
5521874 6230022
5527392 6161726
5557518 6113426
5574630 6085802
5578544 6085654
5581316 6053130
5589930 6032310
5609340 6003924
5619512 5992792
5656696 5978586
5678296 5942328
5708170 5921884
5710672 5860664
5766168 5841748
5775002 5812494
5776378 5795942
5789478 5772562
5833052 5766078
5836632 5741836
5958950 5661830
6002178 5657508
6026508 5636618
6039790 5609584
6147422 5607278
6157164 5602042
6157422 5585754
6292468 5580898
6307564 5577228

5467874 6375906
5494594 6327024
5497672 6314766
5506430 6268732
5516914 6169028
5529798 6160164
5554952 6149378
5573880 6051870
5608098 6033462
5621682 6029806
5640004 6015726
5643394 5979022
5647872 5947168
5672598 5922312
5695550 5902882
5696988 5877512
5709268 5865846
5749742 5842404
5770190 5832654
5808158 5775672
5840290 5759786
5842974 5757412
5877428 5721362
5921788 5715326
5927004 5701710
6001514 5676618
6014594 5655832
6029700 5639856
6082726 5632542
6098104 5611298
6150276 5608032
6153924 5595924
6246268 5578066
6278860 5567562
6335518 5562146

5487720 6352820
5496356 6318900
5499938 6288730
5521684 6236388
5544472 6128952
5557848 6128092
5566732 6103282
5575850 6087860
5585024 6083534
5601092 6053972
5621114 5988710
5643116 5983524
5662972 5942554
5673432 5922374
5687212 5915818
5700418 5902808
5704588 5874704
5747138 5855290
5762354 5836990
5790512 5791618
5806348 5783802
5840482 5763708
5853282 5752694
5865440 5711656
5953970 5702334
5985680 5657520
6043538 5643086
6052868 5638480
6087652 5637496
6142016 5613066
6153042 5600590
6156862 5591192
6299122 5573268
6399266 5571100

5472850 6484844
5486514 6425912
5493364 6326096
5507050 6259402
5510976 6250738
5520960 6228102
5536556 6194152
5555574 6146358
5555954 6137468
5583588 6065464
5605220 6061330
5612006 6014408
5633076 5990776
5647330 5962532
5671422 5958680
5680190 5928246
5682294 5917428
5708368 5904396
5711060 5877132
5742970 5871388
5771866 5847988
5772846 5831566
5780250 5823402
5786828 5822796
5793758 5799452
5805324 5781798
5850216 5760902
5875392 5734780
5913184 5703986
5920738 5686098
5965796 5685106
6010668 5648876
6021498 5642750
6087682 5628816
6103472 5624586
6142558 5618546
6163576 5585394
6280834 5557846

5466024 6363372
5496936 6204252
5523610 6147476
5559472 6130224
5581330 6112008
5593876 6098980
5594382 6045756
5605456 5990498
5621210 5980336
5658746 5948830
5677344 5920126
5699828 5897132
5704884 5856672
5712370 5853258
5745946 5830238
5823498 5777282
5863168 5728288
5866806 5715198
5980910 5700190
6003942 5679440
6034500 5665298
6080910 5615828
6097562 5614190
6127628 5611990
6133090 5609068
6137908 5598038
6190644 5585754
6299392 5581182
6301566 5578532

5483732 6495986
5489290 6333342
5550664 6113120
5564752 6013642
5701096 5859466
5714072 5844970
5946800 5662604
6032716 5640020
6101174 5581470
6319808 5571692

5455164 6388774
5463626 6297660
5532686 6184056
5542552 6107502
5672896 5875856
5760764 5805006
6021512 5629600
6078858 5618310
6219082 5581964
6335678 5565062

5478352 6397474
5529200 6171792
5575344 6068938
5653272 5927792
5769920 5770828
5868198 5696476
5979042 5630184
6212000 5572156
6317518 5564596

5471716 6392632
5492078 6301020
5500714 6239340
5572654 6053764
5698204 5897280
5815328 5768058
5936654 5682444
6160392 5602366
6215810 5562776
6265846 5545204

5478210 6424634
5478674 6380886
5528970 6140914
5571594 5996432
5602642 5977438
5768846 5815082
5947186 5663010
6082796 5611272
6299756 5548752

5458330 6318236
5494442 6177504
5544100 6101204
5649044 5913688
5756350 5790080
5968450 5662256
6133496 5585554
6213822 5578840
6397872 5551326

5463690 6355522
5487006 6194804
5554816 6079102
5747770 5822426
5841612 5739612
5999684 5623434
6120108 5595424
6303630 5566884

5461522 6475042
5483840 6292922
5504336 6239748
5548416 6107450
5657816 5895636
5762936 5807058
6023856 5635768
6198172 5577542
6207686 5554002

5464696 6541220
5475242 6419030
5494634 6247778
5520602 6081342
5633586 5917418
5753004 5775584
5876118 5683728
6115644 5604348
6234372 5568458
6272170 5567454

5460082 6406980
5463066 6390898
5538512 6142582
5543854 6070334
5718408 5863254
5803612 5792524
6016354 5612564
6278922 5577250
6292348 5540720

5480328 6459184
5499914 6305664
5502664 6237608
5536274 6112978
5697978 5854530
5895030 5712484
5984512 5643296
6064318 5624762
6145168 5565438

5464432 6451914
5472014 6358026
5490414 6265666
5545922 6111158
5696214 5892236
5802120 5770596
5968848 5678030
6010914 5622172
6297956 5547906

5470220 6341102
5541572 6115918
5682178 5906024
5830276 5761904
5959590 5650296
6160382 5577054
6390504 5573850

5452980 6363680
5510170 6208580
5527830 6147648
5646626 5937526
5837840 5750114
6013192 5651044
6168762 5578272
6190090 5572344
6460154 5570748

5469704 6451054
5485356 6333344
5488602 6258016
5550618 6064326
5658036 5896492
5809490 5757468
5996294 5650558
6136992 5596978
6322362 5555942

5447820 6320478
5499642 6277788
5516546 6136476
5676830 5885362
5786024 5795636
5859762 5676126
6097068 5621834
6218896 5541684

5469434 6476710
5473962 6425064
5497026 6314716
5577342 6021616
5686994 5874058
5829428 5737658
6015552 5633454
6179072 5584654
6307428 5556654
6423986 5555156

5459318 6426196
5466074 6393958
5520298 6175474
5600936 5999392
5608174 5995184
5821970 5755072
5960148 5654102
6100126 5572804
6289018 5543962

5443458 6459368
5479938 6367804
5508974 6219704
5550310 6102938
5641320 5910240
5798272 5783608
5934850 5674098
6134356 5608536
6265978 5563454
6450914 5550750

5473268 6432732
5482586 6323782
5495226 6243088
5565660 6049164
5665682 5907846
5810608 5747504
5905216 5693596
6028316 5639456
6233970 5519014

5482922 6423942
5483396 6412340
5521774 6110198
5541424 6052266
5623754 5962400
5781186 5801784
5990926 5664376
6132686 5589146
6305940 5566656
6318900 5555336

5459300 6379932
5511314 6168328
5531076 6111756
5663100 5884634
5867072 5728014
5872106 5722550
6225880 5575234
6268794 5550010

5474142 6468914
5481416 6374308
5514618 6186424
5560286 6033066
5630588 5947706
5718918 5806872
5956328 5653546
6108538 5598786
6122548 5572740
6317426 5549366

5468474 6297264
5483924 6206028
5587458 6002256
5645892 5916804
5824610 5734488
5970430 5668042
6109160 5631640
